1,21,354929971,-6.91,-3.72,-5.87,0.32,-0.85,0.27,0.31,166,248,50,178,65,78,30,52,272,431,1,70
1,21,354939959,-6.91,-3.72,-5.87,0.32,-0.85,0.27,0.31,165,250,51,175,64,77,29,49,277,431,1,71
1,21,354950133,-6.91,-3.72,-5.87,0.32,-0.85,0.27,0.31,163,248,51,174,66,81,29,50,276,431,2,70
1,21,354959948,-6.91,-3.72,-5.87,0.32,-0.85,0.27,0.31,163,247,48,172,63,74,28,47,273,431,1,76
1,21,354969962,-6.91,-3.72,-5.87,0.32,-0.85,0.27,0.31,163,250,51,174,66,81,28,49,281,431,2,82
1,21,354979976,-6.91,-3.71,-5.88,0.32,-0.85,0.27,0.31,166,249,53,172,68,84,29,52,278,431,1,85
1,21,354989958,-6.91,-3.69,-5.89,0.32,-0.86,0.26,0.31,165,251,49,174,72,81,29,53,274,431,2,92
1,21,355014383,-6.86,-3.59,-6,0.31,-0.86,0.27,0.31,166,248,49,174,78,83,28,47,278,430,2,102
1,21,355018589,-6.86,-3.59,-6,0.31,-0.86,0.27,0.31,164,250,54,175,77,82,27,47,277,429,1,101
1,21,355029965,-6.86,-3.54,-6.03,0.31,-0.86,0.27,0.31,166,251,49,172,84,83,28,46,277,422,2,105
1,21,355039978,-6.86,-3.52,-6.05,0.31,-0.86,0.27,0.31,167,251,51,162,83,78,28,45,278,406,1,103
1,21,355050144,-6.84,-3.51,-6.08,0.31,-0.86,0.27,0.31,167,250,52,161,85,77,28,49,279,409,1,105
1,21,355058605,-6.82,-3.51,-6.09,0.31,-0.86,0.27,0.31,166,251,50,160,85,78,26,48,279,407,1,104
1,21,355068593,-6.82,-3.53,-6.09,0.31,-0.86,0.27,0.31,166,250,58,160,87,84,22,48,279,406,2,107
1,21,355079993,-6.82,-3.55,-6.07,0.31,-0.86,0.27,0.31,165,251,55,163,86,87,17,49,279,393,2,110
1,21,355090061,-6.81,-3.59,-6.06,0.31,-0.86,0.27,0.31,163,250,57,162,89,83,17,50,276,389,1,115
1,21,355114491,-6.77,-3.63,-6.08,0.31,-0.86,0.27,0.31,166,249,67,179,94,93,47,51,274,394,2,129
1,21,355118593,-6.77,-3.63,-6.08,0.31,-0.86,0.27,0.31,166,251,65,176,93,88,48,53,274,393,2,136
1,21,355130078,-6.75,-3.62,-6.12,0.31,-0.86,0.27,0.3,164,250,71,169,95,87,53,58,277,396,1,132
1,21,355140087,-6.73,-3.59,-6.15,0.31,-0.86,0.27,0.3,166,250,79,185,94,98,53,57,272,393,2,158
1,21,355150239,-6.7,-3.55,-6.21,0.3,-0.86,0.27,0.3,164,249,80,185,96,110,57,63,272,389,2,166
1,21,355158595,-6.65,-3.49,-6.3,0.3,-0.86,0.27,0.3,164,251,88,190,106,122,57,57,279,387,1,170
1,21,355168595,-6.59,-3.44,-6.39,0.3,-0.87,0.27,0.29,167,252,93,195,111,118,67,64,277,390,2,171
1,21,355180065,-6.52,-3.37,-6.49,0.29,-0.87,0.28,0.29,159,253,102,198,120,154,82,63,273,394,2,180
1,21,355190079,-6.46,-3.31,-6.58,0.29,-0.87,0.28,0.29,166,252,103,196,118,172,84,60,277,393,2,188
1,21,355214529,-6.36,-3.16,-6.76,0.28,-0.87,0.29,0.28,164,255,126,202,139,186,99,74,279,398,2,192
1,21,355218605,-6.36,-3.16,-6.76,0.28,-0.87,0.29,0.28,167,258,129,210,137,185,100,72,277,395,1,198
1,21,355230086,-6.37,-3.1,-6.77,0.28,-0.87,0.29,0.28,165,269,144,213,143,196,111,76,277,404,2,206
1,21,355240083,-6.37,-3.04,-6.79,0.27,-0.87,0.3,0.28,161,274,157,225,145,202,124,81,289,416,1,200
1,21,355250251,-6.4,-2.98,-6.79,0.27,-0.87,0.3,0.28,163,275,165,226,141,204,138,89,288,427,2,210
1,21,355258605,-6.46,-2.91,-6.77,0.27,-0.87,0.3,0.29,165,278,178,232,155,209,141,97,284,439,2,209
1,21,355268593,-6.53,-2.84,-6.73,0.27,-0.87,0.3,0.29,165,284,188,230,152,221,149,104,269,436,1,205
1,21,355280066,-6.61,-2.77,-6.69,0.26,-0.87,0.3,0.3,165,287,211,231,163,231,165,106,271,444,1,209
1,21,355290085,-6.69,-2.68,-6.64,0.26,-0.87,0.29,0.3,164,295,231,234,166,235,167,107,281,451,1,216
1,21,355314493,-6.92,-2.35,-6.53,0.25,-0.87,0.28,0.33,166,310,260,239,175,246,182,130,301,465,2,233
1,21,355318594,-6.92,-2.35,-6.53,0.25,-0.87,0.28,0.33,165,311,266,239,180,248,185,138,298,469,1,236
1,21,355330079,-7.01,-2.23,-6.47,0.24,-0.87,0.28,0.33,171,316,278,248,182,264,201,147,301,476,2,256
1,21,355340067,-7.1,-2.12,-6.42,0.24,-0.87,0.28,0.34,169,321,279,248,192,273,201,158,312,482,1,266
1,21,355350273,-7.16,-2.02,-6.37,0.23,-0.86,0.28,0.35,177,332,294,257,198,290,205,163,312,490,1,270
1,21,355358593,-7.24,-1.91,-6.32,0.23,-0.86,0.28,0.35,185,332,305,261,206,293,208,171,329,494,1,263
1,21,355368593,-7.31,-1.82,-6.27,0.22,-0.86,0.28,0.36,190,343,319,264,211,302,219,175,336,499,1,267
1,21,355380046,-7.4,-1.73,-6.19,0.22,-0.86,0.28,0.37,192,348,330,271,231,312,225,179,339,505,1,266
1,21,355390069,-7.46,-1.67,-6.13,0.22,-0.86,0.28,0.37,198,352,342,298,251,320,226,201,345,516,2,264
1,21,355414503,-7.6,-1.67,-5.95,0.22,-0.85,0.28,0.38,233,366,363,305,290,344,251,225,375,529,2,267
1,21,355418611,-7.6,-1.67,-5.95,0.22,-0.85,0.28,0.38,259,371,368,311,296,342,254,229,377,531,2,263
1,21,355430085,-7.64,-1.66,-5.9,0.22,-0.85,0.27,0.39,276,377,388,310,322,353,257,240,383,537,1,274
1,21,355440123,-7.68,-1.64,-5.86,0.22,-0.85,0.27,0.39,284,379,393,323,328,362,261,243,387,542,1,278
1,21,355450261,-7.72,-1.6,-5.82,0.22,-0.85,0.28,0.39,294,384,396,328,341,368,268,253,392,545,1,285
1,21,355458605,-7.78,-1.53,-5.76,0.22,-0.85,0.28,0.4,301,385,400,338,348,374,273,263,398,554,1,295
1,21,355468593,-7.86,-1.42,-5.68,0.22,-0.84,0.28,0.4,306,384,401,347,355,382,280,263,401,559,1,295
1,21,355480127,-7.93,-1.27,-5.61,0.21,-0.84,0.28,0.41,315,389,405,357,364,392,282,275,407,570,1,300
1,21,355490277,-7.99,-1.13,-5.55,0.21,-0.84,0.28,0.42,333,392,406,359,376,395,273,289,411,572,1,308
1,21,355514933,-8.03,-1.05,-5.52,0.2,-0.84,0.28,0.42,352,404,413,382,391,416,283,300,421,585,1,318
1,21,355518593,-8.03,-1.05,-5.52,0.2,-0.84,0.28,0.42,354,406,415,377,392,418,285,306,426,586,1,320
1,21,355530305,-8.02,-1.08,-5.52,0.2,-0.84,0.28,0.42,358,408,418,381,400,422,286,315,428,593,2,327
1,21,355540280,-8.02,-1.13,-5.52,0.21,-0.84,0.28,0.42,360,409,423,412,402,423,284,321,431,595,2,329
1,21,355550449,-8.02,-1.19,-5.51,0.21,-0.84,0.28,0.42,369,413,427,406,410,427,299,325,430,598,3,339
1,21,355558589,-8.01,-1.25,-5.51,0.21,-0.84,0.27,0.42,375,414,428,413,416,438,306,329,432,598,1,341
1,21,355568589,-8,-1.29,-5.52,0.21,-0.84,0.27,0.42,381,418,434,419,420,443,309,330,436,602,3,342
1,21,355580291,-8.01,-1.28,-5.5,0.21,-0.84,0.27,0.42,383,417,433,432,424,456,309,337,440,606,1,347
1,21,355590280,-8.05,-1.22,-5.45,0.21,-0.84,0.27,0.42,388,418,436,440,429,458,311,341,442,607,1,338
