time,FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,FSR_6,FSR_7,FSR_8,FSR_9,FSR_10,FSR_11,FSR_12
1.725987,5.112504760109353,7.15074347746028,1.8971637906804557,1.8261902649833666,3.0439253254006715,3.5454323991849126,1.9784246355191863,3.641332788237958,1.6856699133474151,1.5738621408735054,1.993569001213466,1.5034746990292558
1.726988,5.112504760109353,7.123530994504302,1.8755868793249775,1.847198913476346,3.032341527674207,3.5454323991849126,1.9708956496391232,3.5999190130154064,1.6856699133474151,1.5738621408735054,1.993569001213466,1.5034746990292558
1.7282339999999998,5.112504760109353,7.15074347746028,1.9044111147053553,1.7985499421346005,3.0439253254006715,3.5319400932395926,1.993569001213466,3.627475528954458,1.6856699133474151,1.5678727361607534,1.9784246355191863,1.5034746990292558
1.728988,5.132034955002048,7.123530994504302,1.9044111147053553,1.7985499421346005,3.0439253254006715,3.5454323991849126,1.9859823827537093,3.6552429834085016,1.6856699133474151,1.5678727361607534,1.9859823827537093,1.5034746990292558
1.729987,5.112504760109353,7.15074347746028,1.9263196225219448,1.8261902649833666,3.0672258431188255,3.5454323991849126,1.9708956496391232,3.627475528954458,1.6856699133474151,1.5678727361607534,1.9859823827537093,1.5034746990292558
1.73099,5.112504760109353,7.1780599143724055,1.9263196225219448,1.8261902649833666,2.9864454891180072,3.558976246865061,1.9859823827537093,3.627475528954458,1.6921093131088203,1.5678727361607534,1.9859823827537093,1.497753156961492
1.731987,5.112504760109353,7.15074347746028,1.918988924663621,1.7985499421346005,3.0439253254006715,3.5454323991849126,1.9633953156608634,3.6552429834085016,1.6856699133474151,1.5678727361607534,1.993569001213466,1.5034746990292558
1.732994,5.112504760109353,7.15074347746028,1.8899440466802238,1.8054205530273688,3.055553374201279,3.5454323991849126,1.9633953156608634,3.6136710041080478,1.6856699133474151,1.5678727361607534,2.0011846011889474,1.5034746990292558
1.7339879999999999,5.132034955002048,7.123530994504302,1.918988924663621,1.8401693131127304,3.0439253254006715,3.5454323991849126,1.9859823827537093,3.6552429834085016,1.6856699133474151,1.5798744256121584,1.993569001213466,1.5034746990292558
1.7349869999999998,5.112504760109353,7.096422069902915,1.9116861241129195,1.8331664642163834,3.0208018126223894,3.5454323991849126,1.9859823827537093,3.641332788237958,1.6664983739824104,1.5798744256121584,2.008829293391962,1.497753156961492
1.735987,5.112504760109353,7.15074347746028,1.9410651368487428,1.7985499421346005,3.0439253254006715,3.5454323991849126,1.9784246355191863,3.627475528954458,1.6856699133474151,1.5798744256121584,2.0165031889572473,1.5034746990292558
1.736988,5.132034955002048,7.15074347746028,1.918988924663621,1.8192406139971613,3.055553374201279,3.5454323991849126,1.9859823827537093,3.6552429834085016,1.6856699133474151,1.5738621408735054,1.993569001213466,1.5034746990292558
1.738232,5.112504760109353,7.15074347746028,1.9116861241129195,1.847198913476346,3.032341527674207,3.5454323991849126,1.9859823827537093,3.6552429834085016,1.6985733119147701,1.5798744256121584,1.993569001213466,1.5034746990292558
1.738988,5.112504760109353,7.15074347746028,1.9116861241129195,1.8401693131127304,3.055553374201279,3.5454323991849126,1.9708956496391232,3.6136710041080478,1.6856699133474151,1.5798744256121584,2.0165031889572473,1.5034746990292558
1.739984,5.112504760109353,7.123530994504302,1.918988924663621,1.8054205530273688,3.0208018126223894,3.5454323991849126,1.9784246355191863,3.6136710041080478,1.6856699133474151,1.5738621408735054,2.0165031889572473,1.5034746990292558
1.7409839999999999,5.112504760109353,7.123530994504302,1.918988924663621,1.8192406139971613,3.032341527674207,3.5454323991849126,1.993569001213466,3.6552429834085016,1.6664983739824104,1.5798744256121584,2.008829293391962,1.497753156961492
1.7419879999999999,5.112504760109353,7.096422069902915,1.8971637906804557,1.8331664642163834,3.032341527674207,3.5454323991849126,1.9708956496391232,3.6552429834085016,1.6921093131088203,1.5798744256121584,2.039701213551995,1.497753156961492
1.742983,5.112504760109353,7.15074347746028,1.8971637906804557,1.847198913476346,3.0672258431188255,3.558976246865061,1.9633953156608634,3.6136710041080478,1.6856699133474151,1.5798744256121584,2.0165031889572473,1.497753156961492
1.7439829999999998,5.112504760109353,7.15074347746028,1.8971637906804557,1.8401693131127304,3.0439253254006715,3.558976246865061,1.9708956496391232,3.627475528954458,1.6856699133474151,1.5798744256121584,2.008829293391962,1.497753156961492
1.744983,5.132034955002048,7.123530994504302,1.8971637906804557,1.8123174102271944,3.0672258431188255,3.5319400932395926,1.9633953156608634,3.6136710041080478,1.6664983739824104,1.5798744256121584,2.039701213551995,1.497753156961492
1.745989,5.112504760109353,7.123530994504302,1.8971637906804557,1.8123174102271944,3.0672258431188255,3.5454323991849126,1.9633953156608634,3.627475528954458,1.6856699133474151,1.5798744256121584,2.0165031889572473,1.497753156961492
1.748309,5.132034955002048,7.15074347746028,1.9263196225219448,1.8123174102271944,3.032341527674207,3.558976246865061,1.9633953156608634,3.6552429834085016,1.6792550190177609,1.5798744256121584,2.0242063994440835,1.497753156961492
1.748797,5.132034955002048,7.123530994504302,1.8971637906804557,1.8331664642163834,3.0672258431188255,3.5454323991849126,1.993569001213466,3.627475528954458,1.6856699133474151,1.5798744256121584,2.03193903683792,1.5034746990292558
1.749291,5.112504760109353,7.15074347746028,1.918988924663621,1.8331664642163834,3.0439253254006715,3.5454323991849126,1.9633953156608634,3.641332788237958,1.6856699133474151,1.5798744256121584,2.03193903683792,1.497753156961492
1.749987,5.132034955002048,7.15074347746028,1.9336783242579354,1.8192406139971613,3.055553374201279,3.558976246865061,2.0011846011889474,3.669206316685594,1.641275069506939,1.5798744256121584,2.0165031889572473,1.497753156961492
1.750994,5.132034955002048,7.123530994504302,1.9044111147053553,1.8123174102271944,3.0672258431188255,3.5319400932395926,1.9708956496391232,3.641332788237958,1.6664983739824104,1.5798744256121584,2.0165031889572473,1.497753156961492
1.7519879999999999,5.132034955002048,7.15074347746028,1.918988924663621,1.8054205530273688,3.055553374201279,3.5319400932395926,1.9633953156608634,3.627475528954458,1.6856699133474151,1.5738621408735054,2.0242063994440835,1.497753156961492
