20600,211454869,13,14,2,57,244,247,105,152,262,372,2,48,-0.42,0.1,0.2
20601,211455354,13,14,1,63,244,249,103,150,262,372,2,56,-0.69,0.11,-0.17
20602,211456328,13,13,2,58,240,243,105,156,263,372,2,51,-0.69,0.11,-0.17
20603,211457328,13,12,2,56,243,249,105,151,261,372,1,53,-0.69,0.11,-0.17
20604,211458328,13,13,1,59,240,248,104,152,262,372,2,50,-0.69,0.11,-0.17
20605,211459328,13,13,2,59,244,249,101,148,262,372,2,52,-0.69,0.11,-0.17
20606,211460328,13,13,2,55,240,249,105,149,262,372,2,48,-0.69,0.11,-0.17
20607,211461328,13,13,1,60,243,248,102,152,262,371,2,48,-0.69,0.11,-0.17
20608,211462328,13,13,1,55,239,245,101,156,263,372,2,50,-0.69,0.11,-0.17
20609,211463328,13,13,1,56,244,248,105,151,263,372,2,48,-0.69,0.11,-0.17
20610,211464600,12,13,2,58,242,248,103,152,261,371,1,55,-0.69,0.11,-0.17
20611,211465332,12,14,1,56,243,243,102,150,262,372,2,48,-0.33,0.08,-0.13
20612,211466332,13,13,1,56,244,249,103,157,262,372,2,53,-0.33,0.08,-0.13
20613,211467331,13,13,2,58,240,245,103,148,263,372,2,50,-0.33,0.08,-0.13
20614,211468332,13,13,1,57,243,247,101,151,262,372,2,52,-0.33,0.08,-0.13
20615,211469335,13,13,2,61,242,248,102,154,263,372,2,49,-0.33,0.08,-0.13
20616,211470332,12,13,2,59,240,243,104,148,263,372,2,49,-0.33,0.08,-0.13
20617,211471333,13,13,1,58,237,246,103,151,262,372,2,56,-0.33,0.08,-0.13
20618,211472332,13,12,1,57,243,246,103,155,263,371,2,53,-0.33,0.08,-0.13
20619,211473332,13,13,1,56,242,249,104,149,263,372,2,54,-0.33,0.08,-0.13
20620,211474595,11,13,1,64,244,249,102,150,263,372,2,48,-0.33,0.08,-0.13
20621,211475332,12,14,1,56,241,248,99,152,263,372,2,52,-0.47,-0.11,-0.04
20622,211476332,13,13,1,54,239,249,102,152,262,372,2,48,-0.47,-0.11,-0.04
20623,211477332,13,13,1,63,240,248,104,151,263,372,2,51,-0.47,-0.11,-0.04
20624,211478332,13,12,1,59,241,248,103,159,260,371,2,52,-0.47,-0.11,-0.04
20625,211479334,11,13,2,60,240,245,101,151,262,371,1,51,-0.47,-0.11,-0.04
20626,211480332,13,13,2,55,239,249,103,148,263,372,2,52,-0.47,-0.11,-0.04
20627,211481332,13,13,1,60,240,243,104,154,263,372,2,48,-0.47,-0.11,-0.04
20628,211482332,12,14,1,57,239,243,105,154,263,372,2,49,-0.47,-0.11,-0.04
20629,211483936,12,14,2,63,239,248,104,151,263,371,2,50,-0.47,-0.11,-0.04
20630,211484772,13,14,1,57,244,245,104,156,262,372,2,52,-0.42,-0.49,-0.39
20631,211485332,14,13,2,61,244,249,103,149,263,372,2,48,-0.42,-0.49,-0.39
20632,211486349,9,13,1,52,235,250,34,197,262,372,2,46,-0.42,-0.49,-0.39
20633,211487332,13,13,1,49,240,249,59,211,261,372,2,48,-0.42,-0.49,-0.39
20634,211488349,10,13,1,47,235,249,44,272,262,365,2,53,-0.42,-0.49,-0.39
20635,211489718,2,13,1,66,235,250,304,138,269,338,2,59,-0.42,-0.49,-0.39
20636,211492550,1,13,1,47,232,251,129,208,268,347,2,50,-0.42,-0.49,-0.39
20637,211494734,1,25,21,55,235,240,194,320,257,373,2,178,-0.42,-0.49,-0.39
20638,211495240,92,4,18,43,234,235,198,303,266,366,2,59,-0.71,0.01,0.06
20639,211495745,11,29,26,38,225,243,206,305,269,372,2,77,-0.71,0.01,0.06
20640,211496332,2,3,35,38,221,248,241,314,267,373,1,74,-0.71,0.01,0.06
20641,211497332,24,15,31,16,232,248,248,331,248,386,2,170,-0.71,0.01,0.06
20642,211498353,48,128,3,36,237,255,277,342,252,396,2,189,-0.71,0.01,0.06
20643,211499332,118,62,32,21,215,273,299,350,256,390,1,176,-0.71,0.01,0.06
20644,211502553,72,111,31,51,204,296,308,369,261,384,2,148,-0.71,0.01,0.06
20645,211504888,102,190,46,66,252,308,352,394,288,409,2,146,-0.71,0.01,0.06
20646,211505389,131,181,93,60,304,314,508,354,309,423,2,153,-2.59,-0.27,-12.85
20647,211506345,138,187,108,52,327,319,419,419,315,418,2,172,-2.59,-0.27,-12.85
20648,211507345,106,200,124,70,322,334,355,404,334,406,2,171,-2.59,-0.27,-12.85
20649,211508345,117,223,138,72,329,328,377,398,342,424,2,206,-2.59,-0.27,-12.85
20650,211509327,141,236,145,61,354,325,407,403,330,416,1,175,-2.59,-0.27,-12.85
