time,FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,FSR_6,FSR_7,FSR_8,FSR_9,FSR_10,FSR_11,FSR_12
7.886750999999999,4.193029768726853,6.935921283024189,2.7149234118952315,2.5836348721228704,4.005505949878484,2.842026657390319,2.039701213551995,3.138203027153516,1.4694703980069301,1.5149834369641832,1.6041541179139478,1.4694703980069301
7.8877489999999995,4.193029768726853,6.883231795841696,2.6840459188273478,2.573802730871583,4.005505949878484,2.831211194324353,2.03193903683792,3.174305182312947,1.4694703980069301,1.5149834369641832,1.6041541179139478,1.4694703980069301
7.888749,4.20904749240959,6.857037340885116,2.7149234118952315,2.573802730871583,4.005505949878484,2.8637816892675456,2.0011846011889474,3.138203027153516,1.4694703980069301,1.5207708001396625,1.6041541179139478,1.4694703980069301
7.889748999999999,4.145341407777139,6.935921283024189,2.6233404706808123,2.5542505559744364,4.005505949878484,2.8097035877862866,2.039701213551995,3.162225218048666,1.4750838975749014,1.5149834369641832,1.6041541179139478,1.4750838975749014
7.890749,4.177073001227774,6.883231795841696,2.7149234118952315,2.573802730871583,4.005505949878484,2.8204368900001695,2.03193903683792,3.138203027153516,1.4694703980069301,1.5149834369641832,1.6041541179139478,1.4694703980069301
7.891997,4.161176957940796,6.857037340885116,2.704591646071739,2.6133572279493196,3.990262812890742,2.8097035877862866,1.9859823827537093,3.1501912246435944,1.4694703980069301,1.5149834369641832,1.6041541179139478,1.4694703980069301
7.892753,4.161176957940796,6.9095263158024975,2.6840459188273478,2.6133572279493196,3.990262812890742,2.8528834364278968,2.0242063994440835,3.138203027153516,1.4694703980069301,1.5149834369641832,1.6041541179139478,1.4694703980069301
7.8937539999999995,4.193029768726853,6.9095263158024975,2.673831658722874,2.5935045729743664,3.959950343536573,2.842026657390319,1.9784246355191863,3.162225218048666,1.4750838975749014,1.5034746990292558,1.6102821205331785,1.4694703980069301
7.894753,4.193029768726853,6.935921283024189,2.643421512291058,2.5445302380887727,4.005505949878484,2.831211194324353,1.9859823827537093,3.126260451299971,1.4694703980069301,1.5149834369641832,1.6041541179139478,1.4694703980069301
7.895753,4.241266740646416,6.935921283024189,2.7149234118952315,2.573802730871583,3.990262812890742,2.831211194324353,1.993569001213466,3.1501912246435944,1.4694703980069301,1.5207708001396625,1.6041541179139478,1.4694703980069301
7.896756,4.161176957940796,6.9095263158024975,2.704591646071739,2.5542505559744364,3.990262812890742,2.8528834364278968,1.9859823827537093,3.126260451299971,1.4694703980069301,1.5149834369641832,1.6041541179139478,1.4694703980069301
7.897754,4.193029768726853,6.883231795841696,2.694299198257942,2.564008006285718,3.990262812890742,2.8204368900001695,2.008829293391962,3.138203027153516,1.4750838975749014,1.5092180978652598,1.5980494356903308,1.4694703980069301
7.898753999999999,4.145341407777139,6.857037340885116,2.6233404706808123,2.564008006285718,4.005505949878484,2.8097035877862866,2.0165031889572473,3.126260451299971,1.4694703980069301,1.5092180978652598,1.6041541179139478,1.4694703980069301
7.899754,4.20904749240959,6.857037340885116,2.7149234118952315,2.5836348721228704,3.990262812890742,2.831211194324353,2.0165031889572473,3.1501912246435944,1.4694703980069301,1.5092180978652598,1.6102821205331785,1.4694703980069301
7.902113,4.193029768726853,6.9095263158024975,2.6840459188273478,2.5445302380887727,4.005505949878484,2.8204368900001695,2.0011846011889474,3.162225218048666,1.4694703980069301,1.5092180978652598,1.6041541179139478,1.4694703980069301
7.9026179999999995,4.161176957940796,6.883231795841696,2.7149234118952315,2.6034119769068766,4.005505949878484,2.8528834364278968,2.0242063994440835,3.162225218048666,1.4694703980069301,1.5034746990292558,1.6041541179139478,1.4694703980069301
7.903122,4.225126405133698,6.935921283024189,2.694299198257942,2.6133572279493196,3.990262812890742,2.842026657390319,2.0242063994440835,3.174305182312947,1.4694703980069301,1.5034746990292558,1.6041541179139478,1.4694703980069301
7.9037489999999995,4.161176957940796,6.883231795841696,2.735705498937386,2.573802730871583,4.005505949878484,2.874721574342652,2.0011846011889474,3.174305182312947,1.4694703980069301,1.5092180978652598,1.6041541179139478,1.4694703980069301
7.904749,4.20904749240959,6.883231795841696,2.7149234118952315,2.5542505559744364,3.990262812890742,2.7990111316472865,2.0011846011889474,3.126260451299971,1.4694703980069301,1.5149834369641832,1.5980494356903308,1.4694703980069301
7.905748999999999,4.225126405133698,6.9095263158024975,2.6034119769068766,2.5542505559744364,4.005505949878484,2.8637816892675456,1.993569001213466,3.174305182312947,1.4694703980069301,1.5092180978652598,1.6041541179139478,1.4807188411797458
7.906749,4.225126405133698,6.830942570130787,2.7149234118952315,2.5542505559744364,3.990262812890742,2.831211194324353,2.008829293391962,3.126260451299971,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4694703980069301
7.910362999999999,4.145341407777139,6.883231795841696,2.6233404706808123,2.5445302380887727,3.990262812890742,2.874721574342652,2.0242063994440835,3.126260451299971,1.4638782608695649,1.497753156961492,1.6041541179139478,1.4694703980069301
7.91214,4.257468733587927,6.857037340885116,2.573802730871583,2.5935045729743664,4.005505949878484,2.8528834364278968,2.0165031889572473,3.1501912246435944,1.4694703980069301,1.5034746990292558,1.6041541179139478,1.4750838975749014
7.912646,4.145341407777139,6.883231795841696,2.725294645926497,2.564008006285718,4.005505949878484,2.8204368900001695,2.0242063994440835,3.162225218048666,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4694703980069301
7.913151,4.145341407777139,6.830942570130787,2.6233404706808123,2.573802730871583,4.005505949878484,2.8528834364278968,2.008829293391962,3.174305182312947,1.4694703980069301,1.5034746990292558,1.6102821205331785,1.4694703980069301
7.913754,4.177073001227774,6.883231795841696,2.673831658722874,2.573802730871583,4.005505949878484,2.831211194324353,2.03193903683792,3.174305182312947,1.4694703980069301,1.5034746990292558,1.6041541179139478,1.4694703980069301
7.914751,4.273732619494755,6.857037340885116,2.6840459188273478,2.6034119769068766,3.990262812890742,2.8097035877862866,1.9708956496391232,3.1864312930489573,1.4694703980069301,1.5034746990292558,1.6041541179139478,1.4694703980069301
7.91575,4.241266740646416,6.857037340885116,2.673831658722874,2.564008006285718,3.990262812890742,2.8528834364278968,2.0011846011889474,3.1864312930489573,1.4694703980069301,1.5092180978652598,1.6041541179139478,1.4694703980069301
7.917923999999999,4.257468733587927,6.830942570130787,2.725294645926497,2.564008006285718,3.990262812890742,2.8097035877862866,2.008829293391962,3.1864312930489573,1.4694703980069301,1.5092180978652598,1.6041541179139478,1.4694703980069301
7.920983,4.20904749240959,6.857037340885116,2.5935045729743664,2.573802730871583,3.990262812890742,2.8857032506918294,2.03193903683792,3.138203027153516,1.4694703980069301,1.5034746990292558,1.6102821205331785,1.4807188411797458
7.922387,4.241266740646416,6.857037340885116,2.6840459188273478,2.6133572279493196,4.005505949878484,2.8204368900001695,2.0242063994440835,3.1864312930489573,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4694703980069301
7.922892,4.145341407777139,6.857037340885116,2.725294645926497,2.6333618502327796,4.005505949878484,2.831211194324353,2.008829293391962,3.1501912246435944,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4807188411797458
7.923749,4.241266740646416,6.883231795841696,2.725294645926497,2.5836348721228704,4.005505949878484,2.831211194324353,2.008829293391962,3.1864312930489573,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4694703980069301
7.924748999999999,4.193029768726853,6.883231795841696,2.6233404706808123,2.5935045729743664,3.990262812890742,2.831211194324353,1.993569001213466,3.138203027153516,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4750838975749014
7.925749,4.177073001227774,6.883231795841696,2.7149234118952315,2.6034119769068766,3.990262812890742,2.8204368900001695,2.0165031889572473,3.174305182312947,1.4750838975749014,1.497753156961492,1.5980494356903308,1.4694703980069301
7.926749,4.193029768726853,6.857037340885116,2.6233404706808123,2.6034119769068766,4.005505949878484,2.8528834364278968,2.0242063994440835,3.174305182312947,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4807188411797458
7.9277489999999995,4.241266740646416,6.883231795841696,2.6636562694546813,2.6133572279493196,3.990262812890742,2.831211194324353,2.0011846011889474,3.1864312930489573,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4694703980069301
7.928749,4.225126405133698,6.9095263158024975,2.7149234118952315,2.564008006285718,3.990262812890742,2.831211194324353,2.0011846011889474,3.1501912246435944,1.4750838975749014,1.497753156961492,1.6041541179139478,1.4694703980069301
7.929748999999999,4.193029768726853,6.935921283024189,2.5836348721228704,2.6333618502327796,3.990262812890742,2.831211194324353,1.993569001213466,3.162225218048666,1.4694703980069301,1.5034746990292558,1.6041541179139478,1.4694703980069301
7.93075,4.161176957940796,6.883231795841696,2.7149234118952315,2.6133572279493196,4.005505949878484,2.8637816892675456,2.0011846011889474,3.174305182312947,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4694703980069301
7.931997999999999,4.273732619494755,6.883231795841696,2.694299198257942,2.5542505559744364,4.005505949878484,2.831211194324353,2.0242063994440835,3.162225218048666,1.4694703980069301,1.497753156961492,1.6041541179139478,1.4694703980069301
