time,FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,FSR_6,FSR_7,FSR_8,FSR_9,FSR_10,FSR_11,FSR_12
10.344674,3.683222991061237,6.575394746364539,1.8054205530273688,1.6792550190177609,4.02080731692177,3.5454323991849126,1.4807188411797458,1.7713279696964312,2.4214815885756416,1.5149834369641832,2.008829293391962,1.731265593169768
10.345162,3.725595102348978,6.600513303103089,1.8192406139971613,1.6856699133474151,4.005505949878484,3.5454323991849126,1.4807188411797458,1.7511822201457772,2.412266529097556,1.5207708001396625,2.0242063994440835,1.744518015721617
10.345983,3.725595102348978,6.550371779448123,1.8261902649833666,1.6664983739824104,4.02080731692177,3.5454323991849126,1.4807188411797458,1.764587099696445,2.357707954048388,1.5207708001396625,2.03193903683792,1.7578718823870578
10.346983,3.739827186592279,6.575394746364539,1.7848870601242297,1.672864536863311,4.02080731692177,3.558976246865061,1.4807188411797458,1.7511822201457772,2.430731850350057,1.5207708001396625,2.0242063994440835,1.744518015721617
10.347983,3.6972932103028806,6.525444038582377,1.8054205530273688,1.6664983739824104,4.02080731692177,3.558976246865061,1.4807188411797458,1.744518015721617,2.412266529097556,1.5207708001396625,2.0710475769399843,1.7511822201457772
10.348984,3.754113638585252,6.625727814824869,1.8123174102271944,1.6792550190177609,4.005505949878484,3.558976246865061,1.4807188411797458,1.7578718823870578,2.3487355880675707,1.5149834369641832,2.0553146367426094,1.7511822201457772
10.349983,3.725595102348978,6.575394746364539,1.8123174102271944,1.660156437826945,4.02080731692177,3.5454323991849126,1.4807188411797458,1.7713279696964312,2.3667145952161195,1.5207708001396625,2.03193903683792,1.7511822201457772
10.350983,3.7828504773709755,6.550371779448123,1.8261902649833666,1.660156437826945,4.036167136464273,3.5319400932395926,1.4807188411797458,1.7578718823870578,2.3939414816843545,1.5207708001396625,2.039701213551995,1.7378791722336833
10.351982999999999,3.725595102348978,6.575394746364539,1.7848870601242297,1.6792550190177609,4.067063027073624,3.558976246865061,1.4807188411797458,1.7780945903824361,2.430731850350057,1.5149834369641832,2.0242063994440835,1.7578718823870578
10.352983,3.7114171789563826,6.550371779448123,1.7917054776673622,1.6792550190177609,4.051585631799416,3.5454323991849126,1.4807188411797458,1.7578718823870578,2.4214815885756416,1.5149834369641832,2.0474930424289797,1.7511822201457772
10.353985999999999,3.754113638585252,6.550371779448123,1.8054205530273688,1.660156437826945,4.02080731692177,3.558976246865061,1.4807188411797458,1.7378791722336833,2.3939414816843545,1.5207708001396625,2.0242063994440835,1.7511822201457772
10.354982999999999,3.7114171789563826,6.575394746364539,1.8123174102271944,1.6856699133474151,4.02080731692177,3.558976246865061,1.4807188411797458,1.7511822201457772,2.3939414816843545,1.5207708001396625,2.0553146367426094,1.764587099696445
10.355983,3.754113638585252,6.600513303103089,1.8261902649833666,1.6664983739824104,4.02080731692177,3.558976246865061,1.4807188411797458,1.764587099696445,2.440017448896513,1.5207708001396625,2.0553146367426094,1.7511822201457772
10.356985,3.754113638585252,6.625727814824869,1.8054205530273688,1.672864536863311,4.036167136464273,3.5454323991849126,1.4807188411797458,1.764587099696445,2.4214815885756416,1.5207708001396625,2.0165031889572473,1.764587099696445
10.357982999999999,3.7684546660172407,6.575394746364539,1.7985499421346005,1.672864536863311,4.036167136464273,3.5454323991849126,1.4750838975749014,1.7511822201457772,2.440017448896513,1.5149834369641832,2.0165031889572473,1.7378791722336833
10.358983,3.725595102348978,6.575394746364539,1.8123174102271944,1.6792550190177609,3.990262812890742,3.5454323991849126,1.4750838975749014,1.744518015721617,2.430731850350057,1.5149834369641832,2.0710475769399843,1.7511822201457772
10.359985,3.725595102348978,6.550371779448123,1.7917054776673622,1.6792550190177609,4.005505949878484,3.5454323991849126,1.4807188411797458,1.7578718823870578,2.4214815885756416,1.5207708001396625,2.0474930424289797,1.7578718823870578
10.360983,3.739827186592279,6.575394746364539,1.7848870601242297,1.6792550190177609,4.02080731692177,3.558976246865061,1.4863753107394746,1.7511822201457772,2.430731850350057,1.5207708001396625,2.0789591515413974,1.7511822201457772
10.361983,3.739827186592279,6.575394746364539,1.8123174102271944,1.672864536863311,4.0825995472895835,3.5319400932395926,1.4807188411797458,1.764587099696445,2.4030865379518436,1.5207708001396625,2.0474930424289797,1.7578718823870578
10.362985,3.7684546660172407,6.525444038582377,1.7917054776673622,1.672864536863311,4.036167136464273,3.5454323991849126,1.4750838975749014,1.7378791722336833,2.4493385192044275,1.5149834369641832,2.0165031889572473,1.7511822201457772
10.363983,3.725595102348978,6.625727814824869,1.7848870601242297,1.6856699133474151,4.051585631799416,3.558976246865061,1.4807188411797458,1.7578718823870578,2.37575564250484,1.5207708001396625,2.0631661101993375,1.731265593169768
10.364993,3.6972932103028806,6.550371779448123,1.7917054776673622,1.672864536863311,4.02080731692177,3.558976246865061,1.4807188411797458,1.764587099696445,2.3939414816843545,1.5207708001396625,2.039701213551995,1.7378791722336833
10.365985,3.7684546660172407,6.600513303103089,1.7985499421346005,1.6856699133474151,4.0825995472895835,3.5454323991849126,1.4807188411797458,1.7511822201457772,2.4214815885756416,1.5207708001396625,2.0474930424289797,1.7511822201457772
10.366983,3.7114171789563826,6.575394746364539,1.7917054776673622,1.6792550190177609,4.051585631799416,3.5454323991849126,1.4807188411797458,1.764587099696445,2.4214815885756416,1.5207708001396625,2.0553146367426094,1.744518015721617
10.367982999999999,3.7684546660172407,6.600513303103089,1.7917054776673622,1.6856699133474151,4.005505949878484,3.5454323991849126,1.4807188411797458,1.7378791722336833,2.4030865379518436,1.5207708001396625,2.0474930424289797,1.731265593169768
10.368986,3.754113638585252,6.550371779448123,1.8054205530273688,1.6664983739824104,4.051585631799416,3.5454323991849126,1.4807188411797458,1.7511822201457772,2.3939414816843545,1.5207708001396625,2.039701213551995,1.7378791722336833
10.369983,3.754113638585252,6.575394746364539,1.8192406139971613,1.6856699133474151,4.005505949878484,3.558976246865061,1.4807188411797458,1.7511822201457772,2.37575564250484,1.5207708001396625,2.0631661101993375,1.7578718823870578
10.370982999999999,3.7114171789563826,6.550371779448123,1.8054205530273688,1.6664983739824104,4.005505949878484,3.5454323991849126,1.4807188411797458,1.764587099696445,2.412266529097556,1.5149834369641832,2.0474930424289797,1.7511822201457772
10.371983,3.7684546660172407,6.575394746364539,1.8054205530273688,1.6856699133474151,4.036167136464273,3.558976246865061,1.4807188411797458,1.7578718823870578,2.4030865379518436,1.5149834369641832,2.0553146367426094,1.7578718823870578
10.37299,3.754113638585252,6.550371779448123,1.7917054776673622,1.6856699133474151,4.067063027073624,3.5454323991849126,1.4750838975749014,1.764587099696445,2.3939414816843545,1.5092180978652598,2.0631661101993375,1.7378791722336833
10.373989,3.754113638585252,6.550371779448123,1.8192406139971613,1.660156437826945,4.036167136464273,3.5454323991849126,1.4807188411797458,1.7713279696964312,2.4030865379518436,1.5149834369641832,2.0242063994440835,1.731265593169768
10.374983,3.725595102348978,6.575394746364539,1.7985499421346005,1.6921093131088203,4.02080731692177,3.5454323991849126,1.4863753107394746,1.7578718823870578,2.4030865379518436,1.5207708001396625,2.0631661101993375,1.764587099696445
10.375983,3.754113638585252,6.575394746364539,1.7985499421346005,1.6856699133474151,4.02080731692177,3.5454323991849126,1.4863753107394746,1.764587099696445,2.3487355880675707,1.5149834369641832,2.0553146367426094,1.744518015721617
10.376983,3.7684546660172407,6.600513303103089,1.7917054776673622,1.6792550190177609,3.975077684361389,3.5319400932395926,1.4807188411797458,1.7378791722336833,2.4214815885756416,1.5207708001396625,2.0474930424289797,1.764587099696445
10.377989,3.725595102348978,6.550371779448123,1.7985499421346005,1.6664983739824104,4.02080731692177,3.5454323991849126,1.4807188411797458,1.7511822201457772,2.430731850350057,1.5149834369641832,2.0553146367426094,1.718113844100171
10.378988999999999,3.754113638585252,6.575394746364539,1.8192406139971613,1.6792550190177609,4.005505949878484,3.5454323991849126,1.4807188411797458,1.7511822201457772,2.430731850350057,1.5149834369641832,2.0789591515413974,1.7378791722336833
