11400,1373682664,32,46,15,105,171,196,1,241,278,446,1,2,0.15,-0.03,0.37
11401,1373685174,30,44,16,107,169,199,1,244,281,445,1,1,0.15,-0.03,0.37
11402,1373685658,33,47,15,107,173,193,1,247,281,445,1,1,0.04,0.08,0.45
11403,1373686485,33,47,16,107,174,199,1,244,279,446,1,1,0.04,0.08,0.45
11404,1373687485,31,43,15,105,172,199,1,243,277,445,1,1,0.04,0.08,0.45
11405,1373688485,30,43,16,104,174,195,2,243,281,445,1,1,0.04,0.08,0.45
11406,1373689485,30,44,15,107,174,198,2,241,277,445,1,1,0.04,0.08,0.45
11407,1373690485,31,46,16,106,172,197,1,247,275,444,1,1,0.04,0.08,0.45
11408,1373691488,33,43,15,106,171,197,1,247,276,445,1,1,0.04,0.08,0.45
11409,1373692485,29,46,15,106,173,193,2,247,280,444,1,1,0.04,0.08,0.45
11410,1373693485,31,43,12,99,172,197,1,247,276,446,1,1,0.04,0.08,0.45
11411,1373694486,30,45,26,106,171,193,1,239,278,440,1,1,0.04,0.08,0.45
11412,1373695490,31,45,65,64,158,187,1,245,280,449,1,0,0.08,0.14,0.42
11413,1373696496,31,44,171,39,161,171,2,245,281,447,1,3,0.08,0.14,0.42
11414,1373697490,33,60,2,126,147,149,3,254,278,443,1,4,0.08,0.14,0.42
11415,1373698490,27,45,178,206,138,157,1,210,273,441,1,1,0.08,0.14,0.42
11416,1373699495,47,45,135,126,134,172,2,239,275,442,1,1,0.08,0.14,0.42
11417,1373700489,53,39,137,175,129,163,3,233,279,431,1,15,0.08,0.14,0.42
11418,1373701489,22,43,230,191,66,167,1,227,282,433,1,15,0.08,0.14,0.42
11419,1373702494,31,46,227,236,83,162,1,236,274,449,1,3,0.08,0.14,0.42
11420,1373703489,32,48,278,239,43,167,3,236,274,443,1,1,0.08,0.14,0.42
11421,1373704489,37,45,290,240,100,149,1,239,277,440,1,12,0.08,0.14,0.42
11422,1373705495,48,50,313,211,104,141,1,262,355,338,1,20,0.51,0.25,0.4
11423,1373706485,3,58,317,225,249,118,1,263,397,191,1,21,0.51,0.25,0.4
11424,1373707492,97,55,327,224,272,109,2,264,309,585,1,21,0.51,0.25,0.4
11425,1373708490,89,59,306,265,217,213,1,142,324,520,1,49,0.51,0.25,0.4
11426,1373709486,131,48,322,260,122,217,1,210,404,524,0,52,0.51,0.25,0.4
11427,1373710485,59,51,316,262,165,202,3,272,386,545,1,14,0.51,0.25,0.4
11428,1373711491,37,65,328,208,256,201,1,259,399,549,1,16,0.51,0.25,0.4
11429,1373712485,117,70,327,270,145,142,1,277,394,573,1,46,0.51,0.25,0.4
11430,1373713485,135,82,327,260,321,199,3,277,419,566,1,22,0.51,0.25,0.4
11431,1373715189,135,83,309,289,275,210,1,275,413,570,1,42,-0.94,-9,5.96
11432,1373715673,128,90,321,296,317,265,4,248,416,566,1,54,-0.94,-9,5.96
11433,1373716485,77,89,317,299,309,267,3,267,417,568,1,70,-0.94,-9,5.96
11434,1373717485,57,100,312,297,362,244,3,300,425,572,1,110,-0.94,-9,5.96
11435,1373718485,83,89,319,306,369,244,2,291,420,578,1,118,-0.94,-9,5.96
11436,1373719492,80,125,307,310,376,259,4,302,429,582,1,121,-0.94,-9,5.96
11437,1373722684,93,141,324,297,379,273,4,302,424,588,1,116,-0.94,-9,5.96
11438,1373724976,109,165,303,161,401,279,2,350,432,586,1,138,-0.94,-9,5.96
11439,1373725464,129,179,320,314,433,279,3,357,435,593,1,114,6.59,-10.98,5.33
11440,1373725953,133,177,329,319,432,277,2,369,440,595,1,121,6.59,-10.98,5.33
11441,1373726489,132,179,329,320,426,285,2,378,444,596,1,124,6.59,-10.98,5.33
11442,1373727489,136,184,326,320,425,295,2,391,445,596,1,147,6.59,-10.98,5.33
11443,1373728550,144,192,331,317,424,303,1,391,445,597,10,256,6.59,-10.98,5.33
11444,1373729489,151,216,329,332,439,299,4,402,448,599,10,236,6.59,-10.98,5.33
11445,1373732659,162,209,334,317,444,294,2,409,445,598,27,128,6.59,-10.98,5.33
11446,1373735211,168,210,324,334,443,312,2,402,452,595,1,76,6.59,-10.98,5.33
11447,1373735700,165,216,336,305,450,320,2,417,442,592,1,109,26.73,-0.57,39.27
11448,1373736492,193,230,334,324,453,323,2,419,439,590,1,108,26.73,-0.57,39.27
11449,1373737489,172,238,333,313,454,337,3,415,438,593,1,143,26.73,-0.57,39.27
11450,1373738488,176,242,332,343,443,329,2,419,437,595,1,141,26.73,-0.57,39.27
11451,1373739489,183,248,333,339,453,336,2,418,440,595,1,172,26.73,-0.57,39.27
11452,1373740504,179,257,332,348,465,337,2,423,445,593,1,168,26.73,-0.57,39.27
11453,1373741490,172,259,334,343,461,346,3,423,446,590,1,183,26.73,-0.57,39.27
11454,1373742489,165,269,332,360,460,334,2,425,445,582,1,177,26.73,-0.57,39.27
11455,1373743490,183,276,332,360,457,348,2,424,443,592,264,178,26.73,-0.57,39.27
11456,1373744489,173,277,333,358,457,349,3,425,443,593,287,195,26.73,-0.57,39.27
11457,1373745491,181,280,334,350,468,343,2,427,444,593,307,189,39.11,-5.72,39.17
11458,1373746489,200,283,329,362,470,349,2,428,443,590,302,197,39.11,-5.72,39.17
11459,1373747489,198,289,329,362,471,347,2,432,445,588,304,202,39.11,-5.72,39.17
11460,1373748490,195,288,332,371,480,347,2,433,449,586,303,220,39.11,-5.72,39.17
11461,1373749489,204,286,328,372,480,344,2,423,450,571,302,230,39.11,-5.72,39.17
11462,1373750489,219,269,333,362,475,346,2,429,449,568,321,239,39.11,-5.72,39.17
11463,1373751489,216,261,333,360,473,350,3,432,447,565,321,208,39.11,-5.72,39.17
11464,1373752489,217,279,323,366,475,346,2,433,444,573,1,204,39.11,-5.72,39.17
11465,1373753489,220,263,324,370,476,340,2,432,445,576,1,205,39.11,-5.72,39.17
11466,1373754489,217,267,322,367,477,343,2,433,441,576,1,216,39.11,-5.72,39.17
11467,1373755489,222,275,319,375,479,344,2,440,443,575,1,225,39.18,17.77,39.27
11468,1373756489,208,261,322,373,483,339,2,434,442,572,2,205,39.18,17.77,39.27
11469,1373757489,223,256,310,361,477,328,2,430,442,569,1,195,39.18,17.77,39.27
11470,1373758489,222,264,308,366,479,334,1,428,442,571,1,169,39.18,17.77,39.27
11471,1373759489,221,261,307,367,472,327,1,431,441,563,1,170,39.18,17.77,39.27
11472,1373760489,224,254,308,359,471,327,2,431,445,561,1,153,39.18,17.77,39.27
11473,1373761505,233,247,305,360,468,330,2,422,444,559,1,137,39.18,17.77,39.27
11474,1373762489,230,252,305,360,467,329,2,423,443,557,1,139,39.18,17.77,39.27
11475,1373764982,226,253,301,362,468,297,2,417,442,556,1,115,39.18,17.77,39.27
11476,1373765470,228,264,302,364,473,321,3,414,435,541,1,117,39.19,-22.08,25.5
11477,1373765954,230,266,297,352,471,323,2,417,439,540,1,126,39.19,-22.08,25.5
11478,1373766501,232,267,304,364,470,319,2,420,437,536,1,126,39.19,-22.08,25.5
11479,1373767504,218,271,293,363,468,319,4,429,436,531,1,137,39.19,-22.08,25.5
11480,1373768502,222,248,265,350,461,313,4,429,431,526,1,111,39.19,-22.08,25.5
11481,1373769502,231,246,259,354,455,313,4,431,423,520,1,139,39.19,-22.08,25.5
11482,1373773119,239,257,264,332,445,312,2,430,425,520,1,143,39.19,-22.08,25.5
11483,1373775075,211,242,262,348,422,290,4,415,410,504,138,145,39.19,-22.08,25.5
11484,1373775579,203,216,259,341,401,282,3,413,410,495,163,149,2.54,-27.52,-23.81
11485,1373776489,219,200,260,328,407,279,2,410,414,487,166,143,2.54,-27.52,-23.81
11486,1373777506,214,206,253,328,357,275,3,398,410,485,179,140,2.54,-27.52,-23.81
11487,1373778489,220,205,249,328,348,271,2,387,411,485,197,130,2.54,-27.52,-23.81
11488,1373779506,214,200,242,320,335,262,1,376,407,481,196,136,2.54,-27.52,-23.81
11489,1373782657,221,202,241,324,328,257,4,357,408,480,180,143,2.54,-27.52,-23.81
11490,1373785194,220,214,214,318,249,227,3,349,396,477,179,131,2.54,-27.52,-23.81
11491,1373785682,196,225,187,298,226,205,4,351,376,470,174,148,-6.94,-32.09,17.35
11492,1373786506,200,226,190,287,204,207,1,347,380,456,165,149,-6.94,-32.09,17.35
11493,1373787489,200,224,179,295,186,203,1,334,375,460,165,148,-6.94,-32.09,17.35
11494,1373788506,215,222,177,286,178,204,1,328,377,449,175,145,-6.94,-32.09,17.35
11495,1373789489,215,223,154,274,165,200,1,320,359,459,180,141,-6.94,-32.09,17.35
11496,1373790513,211,221,139,262,146,182,1,302,347,450,1,159,-6.94,-32.09,17.35
11497,1373791489,210,210,136,258,139,180,1,272,348,407,135,141,-6.94,-32.09,17.35
11498,1373792506,203,208,125,253,121,171,1,267,326,402,1,140,-6.94,-32.09,17.35
11499,1373793489,207,199,114,230,93,163,1,249,335,412,1,135,-6.94,-32.09,17.35
11500,1373794506,211,197,110,244,83,139,1,188,325,416,1,141,-6.94,-32.09,17.35
11501,1373795492,211,196,103,202,92,114,1,186,323,409,1,144,16.32,-0.13,16.83
11502,1373796505,214,192,79,143,107,89,2,175,301,409,1,144,16.32,-0.13,16.83
11503,1373797489,208,193,87,130,83,93,1,172,302,397,1,137,16.32,-0.13,16.83
11504,1373798506,198,188,88,138,87,76,2,173,302,393,1,137,16.32,-0.13,16.83
11505,1373799505,205,176,69,204,78,74,3,203,296,382,1,139,16.32,-0.13,16.83
11506,1373800489,210,164,66,173,83,43,1,222,284,359,86,139,16.32,-0.13,16.83
11507,1373801506,205,163,63,143,54,46,2,239,277,345,87,138,16.32,-0.13,16.83
11508,1373802488,209,160,54,137,65,48,2,239,271,334,70,136,16.32,-0.13,16.83
11509,1373803489,201,146,42,127,66,41,2,252,275,303,81,135,16.32,-0.13,16.83
11510,1373804489,194,141,44,114,77,44,2,253,276,300,73,133,16.32,-0.13,16.83
11511,1373805506,192,130,45,114,69,43,3,259,265,331,45,130,19.17,-1.74,6.68
11512,1373806489,162,124,49,126,64,43,2,254,279,328,51,119,19.17,-1.74,6.68
11513,1373807506,160,115,53,133,48,52,3,241,277,329,61,120,19.17,-1.74,6.68
11514,1373808489,172,119,54,125,47,71,1,179,292,309,40,120,19.17,-1.74,6.68
